"researcher","date","location","song","placement","time","type","genre","species","style","coloration","jam_leader","jam_elements","notes","notes_time"
"Thomas","1998/4/5","Providence, RI","Cavern","Set Closer",720,"Funk","Type 2","Cow Funk","Happy (Major Chords)","Happy (Major Chords)","Full Band","[""Trey Wah (funk sound)""]","After Possum devolved into Funk, Trey thanked the crowd and told them that Funk was ""Their thing lately."" The Cavern was the slow strutting funk of fall '97. Bare bones cow funk.",""
"Thomas","1998/6/30","Copenhagen, Denmark","Stash","Mid-set",810,"Ambient","Type 2","Basic Tension and Release (Stash)","Dark, Sinister, Evil","Dark, Sinister, Evil","Trey","[""Metally Roar""]","After 9 minutes of typical Stash, Trey builds tension with distorted dissonant chords. Leads to a chaotic peak. Great contributions from Mike/Page.",""
"Thomas","1998/7/1","Copenhagen, Denmark","Down With Disease","Mid-set",1200,"Psychedelic rock","Type 2","Standard Rock Jam (Type 1)","Dark, Sinister, Evil","Dark, Sinister, Evil","Trey","[""Machine Gun Trey""]","Really intense, spirited Type I start to the jam. Trey slams on the breaks and strips the jam down to bare bones. The band  creates a wall of sound with Machine noises and loops. The ending jam triumphantly emerges from the ambient obscurity created. Instead of ending the jam, the band comes back for seconds. The second jam is blissful and relaxing. Has the same feel as the Dick's Sand. Excellent segue into Dog Faced Boy.","11:30:00 -> Dog Faced Boy"
"Thomas","1998/7/1","Copenhagen, Denmark","Tweezer","Set 2 Opener",1380,"Shred-Fest","Type 2","Hyper Funk","","","","[""Tractor Beams""]","Starts with Mike Driven Post-Funk Groove. Act II is Trey led Type I fury (that sounds a lot like the peaks of Fall '97's great guitar moments (Hampton Halley's, Tweezabella). ""No Quarter"" teases in the outro, which is more wall of sound insanity, like the DWD.",""
"Thomas","1998/7/2","Copenhagen, Denmark","Ghost","Set 2 Opener",1230,"Psychedelic rock","Type 2","Basic Tension and Release (Stash)","Dark, Sinister, Evil","Dark, Sinister, Evil","Full Band","[""Trey Wah (funk sound)""]","Great contributions from Mike, as he helps accelerate the groove. Awesome breakdown at 11:15, and they just keep pushing for the top. After wild distorted flurries from Trey, they move into a Funk groove. Trey finds a riff at 14:15 (which seems composed) and they play around with it for a few minutes. Transitions to a relaxing, blissful finish. Multi-faceted Ghost. A great SBD of this was released on From the Archives.",""
"Thomas","1998/7/2","Copenhagen, Denmark","You Enjoy Myself","Set Closer",1500,"Psychedelic rock","Type 2","Deconstruction","","","","[""Trey Wah (funk sound)""]","Starts quietly. At 12:00 They build a Wall of Sound with the Overdrive effect. This YEM develops very differnetly than most YEM's. Ends with Blissful jam and a funny Vocal Jam.",""
"Thomas","1998/7/5","Prague, Czech Republic","Fee","Mid-set",765,"Bliss Jam","Type 2","Ambient","","","","[]","Apparently Trey and Fishman were both really drunk during the first set of this show. Trey completely forgets the lyrics to Fee so badly that he just explains that Fee got eaten by sharks; to pay back the crowd, they explore the Fee structure. The jam that ensues is really bizzare; ranging from mellow and quiet to some kind of Funk hybrid, to somewhat machine ambient-y. Don't drink and play.",""
"Thomas","1998/7/6","Prague, Czech Republic","Ghost","Mid-set",900,"Classic Rock","Type 1","","Happy (Major Chords)","Happy (Major Chords)","Trey","[]","Good old fashioned Rambo Trey, running around the streets of Prague mowing down all the Viet-Cong. Some of the most intense guitar playing I've ever heard from Red.",""
"Thomas","1998/7/6","Prague, Czech Republic","Piper","Mid 2nd Set",1190,"Shred-Fest","Type 1","Basic Tension and Release (Stash)","Dirty/Bluesy","Dirty/Bluesy","Trey","[""Machine Gun Trey""]","Stealing this from .net and Shapiro: Phish Archivist Kevin Shapiro calls this Piper ""soaring, adventurous""  and which ""sped into a ferocious jam...before it settled into hard rock  with plenty of room for the whole band to explore.  Piper was fearless, building to massive peaks before floating off to a slower, more minimal section.""",""
"Thomas","1998/7/9","Barcelona, Spain","Tweezer","Mid-set",1160,"Shred-Fest","Type 2","Basic Tension and Release (Stash)","Major Chords (Ionian)","Major Chords (Ionian)","Trey","[""Machine Gun Trey"",""Trey \""Death from Above\"" Wailing""]","Starts funky with Fish directed Breakdowns. Then the jam moves into a distorted Trey segment which builds steadily and has a great peak between 13:30-15:30. I think this jam gets shorted because there is no good recording in circulation.",""
"Thomas","1998/7/10","Barcelona, Spain","Halley's Comet","Set 2 Opener",1020,"Polyrhythmic Minimalism","Type 2","Polyrhythmic Minimalism","Bliss","Bliss","Trey","[""Tease-fest""]","Another exploratory Halley's Comet. After having major technical issues in the first set, the band pays the crowd back with a great jam to open set II. Groove based funk. Minimalist late 90's sound. First Tube tease before it was a song. Finally a change of pace from the Trey centric European Run.",""
"Thomas","1998/7/10","Barcelona, Spain","Simple","Mid 2nd Set",1320,"Undefined/New","Type 2","Undefined/New","Dark, Sinister, Evil","Dark, Sinister, Evil","Full Band","[]","Does the normal relaxing simple routine. Then heads for open waters. Machine Ambience. Sound like ""On the Run."" High speed fury. Awesome Jam.",""
"Thomas","1998/7/15","Portland, OR","Horn","Mid-set",600,"Experimental (Pushing Boundaries)","Type 2","Ambient","Bliss","Bliss","","[]","Great outro jam. Ambient bliss. Beautiful.",""
"Thomas","1998/7/16","George, WA","Reba","Mid-set",1020,"Basic Tension and Release (Stash)","Type 1","Basic Tension and Release (Stash)","Bliss","Bliss","Trey","[""Dynamics (volume..)""]","Started as light funk from Trey. Shows how the band mellowed in the late 90's. They don't need to assault the senses with a ton of notes to create a beautiful Reba Jam. Ends in the same way it started; Pulse from Mike with Trey adding rhythmic wah's. Reba banging at the walls of her cage.",""
"Thomas","1998/7/17","George, WA",2001,"Set 2 Opener",1440,"Hyper Funk","Type 2","Hyper Funk","Bliss","Bliss","","[""Trey \""Death from Above\"" Wailing"",""loops""]","Phish on '98 Autopilot. This song is automatic for them. Great funk interplay. Dizzying loops and noise. Beautful peaks.",""
"Thomas","1998/7/17","George, WA","Mike's Song","Mid 2nd Set",1110,"Bliss Jam","Type 2","Bliss Jam","Dark, Sinister, Evil","Dark, Sinister, Evil","","[""Metally Roar""]","ZAC: Around the 12th minute they break through the slop and get to a very beautiful ""over the rainbow"" moment, Trey seems like he wants to red a la Fall 1997 but instead reels it back in and insteads does some lovely noodling",""
"Thomas","1998/7/17","George, WA","Weekapaug Groove","Mid 2nd Set",795,"Hyper Funk","Type 2","Basic Tension and Release (Stash)","Bliss","Bliss","","[""Trey Wah (funk sound)""]","Reminds me a lot of the 6/23/2012 Weekapaug Groove (Holy shit a 3.0 Weekapaug :O). Transitions through several movements. Starts with full band smooth post-funk (like 4/3), then moves to elegent Trey playing masterfully (great NICU tease), then peaks and ends with more hyper speed funk, which leads into a blues rock finish. Magnificent Weekapaug; a well-oiled machine. You could argue that every single member of the band was leading this jam.",""
"Thomas","1998/7/20","Ventura, CA","Bathtub Gin","Opener",1290,"Hyper Funk","Type 2","Basic Tension and Release (Stash)","Bliss","Bliss","","[""Trey Wah (funk sound)""]","Phish would go back and forth from standard Type I jamming into groove and then back into Type I. They tried about 4 different kinds of funk during this amazing groove. They are really starting to stretch out Gin.",""
"Thomas","1998/7/21","Phoenix, AZ","Ghost","Mid 2nd Set",1020,"Bliss Jam","Type 2","Basic Tension and Release (Stash)","Bliss","Bliss","Full Band","[""Trey Wah (funk sound)""]","Set the standard for most summer 1998 Jams. Slow building funk groove which runs slowly builds to an amazing peak. These jams never get old, but they played them ALL THE TIME. Not too much differentiation. Sounds Gin-ish. Which is probably why the Riverport Gin is the king of these",""
"Thomas","1998/7/24","The Woodlands, TX","Wolfman's Brother","Set 2 Opener",1380,"Space Funk","Type 2","Space Funk","Bliss","Bliss","Trey","[]","Kind of like the 12/28/12 Wolf. Funk Pupu platter. Space. Return from Space. Blues Rock peak. Falls apart so 2001 can enter.",""
"Thomas","1998/7/29","Maryland Heights, MO","Bathtub Gin","Opener",1380,"Space Funk","Type 2","Undefined/New","Bliss","Bliss","","[""Mike Slapping/ Popping""]","Starts with smooth Gin, which lead to thematic soaring notes from Trey. Starts to mellow at about 12:15. Choppy funk from Trey. Mike changes up the bass line and the jam morphs completely. This is some of Mike's finest work. Groove based funk with amazing interplay. Returns home. One of Phish's defining jams of the late 90's.",""
"Thomas","1998/7/29","Maryland Heights, MO","Buried Alive","Set 2 Opener",780,"Undefined/New","Type 2","Undefined/New","Dirty/Bluesy","Dirty/Bluesy","","[]","Whatever drugs they did at set-break were the right ones. Abruptly leaves ""Buried Alive"" theme for bliss. Swirls out of control and visits several sonic territories without totally leaving Buried Alive. Brilliant Jam.",""
"Thomas","1998/7/31","Columbus, OH","Cities","Mid-set",900,"Basic Tension and Release (Stash)","Type 1","Basic Tension and Release (Stash)","Major Chords (Ionian)","Major Chords (Ionian)","Trey","[""Machine Gun Trey""]","Thematic licks from Trey. Loop in the background. Laid back Funk. Slow build to a triumphant peak. Machine gun Trey peak.",""
"Thomas","1998/8/1","East Troy, WI","Tweezer","Mid 2nd Set",1110,"Bliss Jam","Type 2","Bliss Jam","Bliss","Bliss","","[""Trey Wah (funk sound)""]","Starts with light funk and quickly progresses to bliss. Really all over the map improvisationally. Flirts with darkness but never ""goes there."" More relaxing. A nice contrast to the earlier Tweezers from Summer '98. Out of the cool bliss it frantically picks up speed. Leads to a dissonant ending.",""
"Thomas","1998/8/2","Noblesville, IN","Ghost","Mid 2nd Set",1140,"Space Funk","Type 2","Space Funk","Dark, Sinister, Evil","Dark, Sinister, Evil","","[""Trey Wah (funk sound)""]","Still searching for a new direction for Ghost. The song has almost become formulaic. Slow build. Swirling Trey. Mostly just Trey.",""
"Thomas","1998/8/3","Noblesville, IN","Halley's Comet","Mid-set",1200,"Millenial (Sirens, Delays, Tractor Beams)","Type 2","Millenial (Sirens, Delays, Tractor Beams)","","","Full Band","[""Loops""]","Starts with light funk. Upbeat, dancey and light minimal rhythmic touches from Trey. Takes a left turn at 10:50. Minimalism '99. Fades out at 13:20. Wide open space. Page Tractor beams. 14:45 Dissonance. Leads back to a blissful re-entry into the atmostphere. A gateway to '99.",""
"Thomas","1998/8/3","Noblesville, IN","Gumbo","Set 2 Opener",1010,"Trey-led Noodling Jam","Type 2","Trey-led Noodling Jam","","","Trey","[""Trey Rhythmic Chording""]","Trey smoothly glides through the Gumbo theme. Mike pushes them outside of the box (like in 7/29 Gin). Thematic and uptempo full band involvement. Really interesting jam. Trey re-enters gently as a leader.  Hints of Cypress minimalism. Relaxing. Full band Manteca jam in the outro. Awesome jam.",""
"Thomas","1998/8/7","Raleigh, NC","Weekapaug Groove","Mid 2nd Set",750,"Basic Tension and Release (Stash)","Type 1","Basic Tension and Release (Stash)","Brilliant Clavinet","Brilliant Clavinet","","[""Machine Gun Trey""]","A very ADD jam. Moves through several styles and themes quickly. So far, Trey has done his greatest ""Type I"" playing in Weekapaug. Page owns the early section of this Jam. Almost a medley of a jam. It's a showcase of the joy in the music of Phish.",""
"Thomas","1998/8/8","Columbia, MD","Piper","Mid 2nd Set",945,"Space Funk","","Space Funk","","","","[""Trey Rhythmic Chording""]","The Third great Piper of 1998. No ending Coda. Uses momentum for some great Trey guitar work. Moves to snappy post funk groove. This jam is begging to be driven by somebody. Mike lays down a Ghost like bass line. Falls into a quiet staccato groove as they run out of ideas. Trey lays down melodic thematic chords. Lands on a bed of clouds.",""
"Thomas","1998/8/9","Virginia Beach, VA","AC/DC Bag","Set 2 Opener",900,"Space Funk","Type 2","Space Funk","","","Full Band","[""Trey Rhythmic Chording"",""Fishman Roll Swing""]","Trey says something to Mike right as the ""Bag"" jam starts, probably ""hey lets jam the shit out of this."" Starts as a full band groove with Trey adding staccato notes which sound like ""Under Pressure/Ice Ice Baby."" Rhythmic democracy. Each member makes an effort to push this jam. ""Democracy by Phish.""",""
"Thomas","1998/8/11","Burgettstown, PA","Runaway Jim","Set 2 Opener",2130,"Space Funk","Type 2","Space Funk","Loops","Loops","Full Band","[""Brilliant Clavinet"",""Trey Wah (funk sound)""]","Thanks LivePhish! The longest jam of 1998 up to this point (by a decent margain). Full band groove that starts drifting away from Jim. Loops at 9:00. Still delicately playing with Jim theme. Heads for space around 12:30. Dissonance at 13:45. Repeated decending notes. Great interplay between Trey and Page. Moves to a blissful, uplifting jam around 17:15. Starts to fall apart at 20:45. Bluesey return to the lead for Trey at 21:30. 23:45 more loops now we're wide open. Nobody grabs the wheel immediately, so the funk comes lightly. Mike takes the lead. Post funk groove with page playing synth over it (25:35). Weird spacey keyboard effect at 26:30. More great Trey/Page interplay, find a descending 4 chord pattern. They don't move away form it. Repetitive and boring. Returns to theme. Welcome back Jimmy.",""
"Thomas","1998/8/15","Limestone, ME","Gumbo","Set 2 Opener",810,"Space Funk","Type 2","Space Funk","Major Chords (Ionian)","Major Chords (Ionian)","","[""Trey Wah (funk sound)""]","The laid back funk lead to a dissonant building peak. Ends with a great segue into Sanity.",""
"Thomas","1998/8/15","Limestone, ME","David Bowie","Mid 3rd Set",1440,"Ambient","Type 2","Ambient","Dark, Sinister, Evil","Dark, Sinister, Evil","Full Band","[""Metally Roar"",""Tractor Beams"",""loops""]","Playing with ambience during the really long intro; foreshadowing the night's ""secret set."" Dark and ominous. The longest exploration in Bowie in ages. A great, very underlooked version.",""
"Thomas","1998/8/15","Limestone, ME","Ambient Jam","Secret Set",3116,"Ambient","Type 2","Ambient","Futuristic","Futuristic","","[]","The amazing ""Secret Set"" from Lemonwheel. Really long and explores a ton of territory. Some parts are loud and frantic while others are quiet and dreamy. Awesome.",""
"Thomas","1998/8/16","Limestone, ME","Harry Hood","Encore",1200,"Ambient","Type 2","Ambient","Bliss","Bliss","","[""Loops""]","A Triumphant ""Hood"" jam leads to seveal minutes of wide open ""Ambient Jamming"" like the secret set from the night before. Much more blissful than the ""Bowie"" Ambience.",""
"Thomas","1998/10/15","San Francisco, CA","Reba","Mid 2nd Set",1101,"Deconstruction","Type 2","Pure Creation","","","","[""Loops""]","The normal ""Reba"" progression is halted when Trey leads them into the open. An obscure jam with a quick descending chord progression ensues. Didn't quite make it ""all the way out there"" but a true outlier in Reba history.",""
"Thomas","1998/10/29","Los Angeles, CA","Reba","Mid 2nd Set",1240,"Ambient","Type 2","Ambient","Dark, Sinister, Evil","Dark, Sinister, Evil","Trey","[""Loops""]","Leaves the Reba theme for open waters. Miles more experimental than the Fillmore version. Sounds a lot like the 10/31/ Wolfman's Brother. Wild and dark. Unfinished and segues into ""Walk Away""",""
"Thomas","1998/10/30","Las Vegas, NV","Run Like an Antelope","Mid 1st Set",1020,"Basic Tension and Release (Stash)","Type 1","Basic Tension and Release (Stash)","Dark, Sinister, Evil","Dark, Sinister, Evil","","[""Machine Gun Trey""]","They almost (keyword almost) leave the Antelope theme. But this version qualifies as an extremely rare ""Type II"" antelope. Thrilling peak.",""
"Thomas","1998/10/30","Las Vegas, NV","Tweezer","Mid 2nd Set",990,"Shred-Fest","Type 2","Shred-Fest","Dirty/Bluesy","Dirty/Bluesy","","[""Machine Gun Trey"",""Manteca Tease""]","Trey takes a while to take charge, but leads the band through a river of sludge to a thrilling peak. Loops and effects all over the place.",""
"Thomas","1998/10/31","Las Vegas, NV","Weekapaug Groove","Set 1 Closer",735,"Hyper Funk","Type 1","Shred-Fest","Dirty/Bluesy","Dirty/Bluesy","","[""Machine Gun Trey""]","Noodles > Manic Hyper Funk > Spectacular Peak. Welcome to '98 Paugs.",""
"Thomas","1998/10/31","Las Vegas, NV","Wolfman's Brother","Set 3 Opener",1905,"Experimental (Pushing Boundaries)","Type 2","Experimental (Pushing Boundaries)","Dark, Sinister, Evil","Dark, Sinister, Evil","","[""Loops"",""Sirens""]","Possibly the most experimental jam that Phish has ever played. Goes all over the map while keeping the sort of oozy, fuzzy texture to it. Machine like. It is impossible to put this jam into words.",""
"Thomas","1998/11/2","West Valley City, UT","Tube","Opener",840,"Space Funk","Type 2","Space Funk","Major Chords (Ionian)","Major Chords (Ionian)","","[""Trey Wah (funk sound)"",""Loops""]","Trey sets the loop and noodles around for a little bit. Gets ambient and machine like for a second before going to the rocking end section. Second jam section. Returns to loops, and a section that sounds like the opening to ""Punch you in the Eye."" Ends with loosey goosey Trey trilling around a slow groove.",""
"Thomas","1998/11/6","Madison, WI","Split Open and Melt","Set 1 Closer",900,"Hyper Funk","Type 2","Hyper Funk","Major Chords (Ionian)","Major Chords (Ionian)","","[""Trey Wah (funk sound)"",""Mike Slapping/ Popping""]","Robofunk in the key of Melt. Really fascinating jam.",""
"Thomas","1998/11/7","Chicago, IL","AC/DC Bag","Set 2 Opener",1260,"Ambient","Type 2","Ambient","Major Chords (Ionian)","Major Chords (Ionian)","","[]","Quiet, relaxing, rhythmic space. Great Page. Now funk is really dead. Moving to minimal space '99 sound at last. Blissful space. An incredible jam. The lighthearted cousin of the 10/31/98 Wolfman's Brother",""
"Thomas","1998/11/9","Chicago, IL","Bathtub Gin","Set 2 Opener",1446,"Shred-Fest","Type 2","Shred-Fest","Major Chords (Ionian)","Major Chords (Ionian)","","[""Machine Gun Trey""]","Rhythmic Gin Groove. Total HOSE. Second jam has Cowbell breakdowns and Rhythmic interplay. Slows down to a more minimal section. Steadily builds itself back up, then breaks back down. Floats into outer space before returning to the chorus.",""
"Thomas","1998/11/14","Cincinnati, OH","You Enjoy Myself","Mid 2nd Set",1260,"Trey-led Noodling Jam","","Space Funk","","","","[]","YEM finally getting over its dreadful summer and the hangover into the fall. Trey loops the funk riff then plays over it. Funk is not dead; it is just reserved to YEM. A great version. Shaft funk during the B&D part.",""
"Andy","1999/6/30","Bonner Springs, KA","Bathtub Gin","Opener",1191,"Type 2","Groove Rock/Funk Rock","Millenial (Sirens, Delays, Tractor Beams)","Mixolydian","Mixolydian","Trey","[""Trey Whammy doubler effect"",""Sirens"",""Trey/ Page Lick Trading""]","solid, kind of seems a bit of a warm up - lacks many risks I'd say - mostly flat with small exceptions 15:45 around 15:45 spacey with tractor beam","to more ambient/millinial and reflective around 9:30 and on"
"Andy","1999/6/30","Bonner Springs, KA","Maze","Mid 1st Set",890,"Type 2","Prog Rock","Experimental (Pushing Boundaries)","Mixolydian","Mixolydian","","[""Trey Wah (funk sound)"",""Trey Whammy doubler effect"",""Trey \""Death from Above\"" Wailing""]","Bathtub Gin tease from Trey; ended with several reprises of the song's signature lick in a mock duel fashion between Trey and Page.",""
"Andy","1999/6/30","Bonner Springs, KA","Limb By Limb","Mid 1st Set",693,"Type 2","Prog Rock","Bliss Jam","Mixolydian","Mixolydian","","[""Trey whammy bend (non-siren or whale call)"",""Dynamics (volume..)""]","","to ambience at the end, odd ending"
"Andy","1999/6/30","Bonner Springs, KA","Free","Mid 1st Set",906,"Type 2","Funk","Machine Funk","Dark, Sinister, Evil","Dark, Sinister, Evil","","[""Mike's envelope filter"",""Trey Whammy octave doubler effect"",""Mike Slapping/ Popping""]","Page teasing Will go round in circles?",""
"Andy","1999/6/30","Bonner Springs, KA","Bug","Mid 2nd Set",587,"Type 1","Prog Rock","Meat and Potatoes","Mixolydian","Mixolydian","","[""Trey Whammy octave doubler effect""]","DEBUT",""
"Andy","1999/6/30","Bonner Springs, KA","My Left Toe","Mid 2nd Set",553,"Type 2","Ambient","Post-Modern Psychedelia","Futuristic","Futuristic","","[""Trey whammy bend (non-siren or whale call)"",""Unspecified Synthesizer"",""Trey Reverse Guitar on Boomerang""]","",""
"Andy","1999/6/30","Bonner Springs, KA","Stash","Set 2 Closer",837,"Type 2","Post Rock","Machine Funk","Melodic Minor","Melodic Minor","","[""Trey whammy bend (non-siren or whale call)""]","",""
"Jah","1999/7/1","Antioch, TN","Wolfman's Brother","Mid 1st Set",760,"Type 1","Groove Rock/Funk Rock","Cow Funk","Dirty/Bluesy","Dirty/Bluesy","Trey","[""Mike Slapping/ Popping"",""Trey Whammy octave doubler effect""]","This jam featured Jerry Douglas on the dobro which helped give this often funky jam a bluesy edge. When the band begins to space things out a bit at the 7th minute mark the Dobro adds subtle fills around the edges of Trey's lead that make a truly unique blend of funk-soul-blues. I say Trey is the jam leader and while he is, its equally shared by Jerry Douglas",""
"Jah","1999/7/1","Antioch, TN","Roggae","Mid 1st Set",621,"Type 2","Soul","Bliss Jam","Ethereal","Ethereal","Full Band","[""Dynamics (volume..)"",""Fishman Cymbal Crash"",""Trey whammy bend (non-siren or whale call)""]","This jam featured Jerry Douglas, Tim O'Brian & Ronnie McCoury on an assortment of stringed instruments. The blissful reggae feel or Roggae mixed with the laid-back bluegrass struming/plucking makes this jam very hard to categorize, it feels soulful and blissful at times a tad dark. The fiddle feels like it was made for Roggae.",""
"Jah","1999/7/1","Antioch, TN","Down With Disease","Set 2 Opener",1118,"Type 2","Modern Rock","Experimental (Pushing Boundaries)","Futuristic","Futuristic","Trey","[""Unspecified Synthesizer"",""Trey Wah (funk sound)"",""Brilliant Clavinet""]","This jam starts off with a hyper-psychedelic rock solo from Trey. It slowly spins more and more out into Type II territory as Trey plays with his whammy pedal. This eventually drops pace and bleeds into a more blissful type 2 movement but not before some really swampy playing from Trey which eventaully leads to the mellowing out of the jam around 12:51. By the 15 minute mark the jam gets really dark and experimental. Unspecified synthesizer giving the jam a misty quality. We hear 'bird chirp' effect at 15:47 which gives this outro an ""eye of the storm"" type feel. The jam ends with a haunting reprise of the main solo riff from Trey","Hyper Psych-rock > Blissful movement > DWD Reprise"
"Jah","1999/7/1","Antioch, TN","You Enjoy Myself","Set 2 Closer",1722,"Type 2","Prog Rock","Future Funk","Swampy ('95 specifically)","Swampy ('95 specifically)","Mike","[""Mike's envelope filter"",""Unspecified Synthesizer"",""Trey Wah (funk sound)""]","Mellow break has a weird effect akin to a DJ scratch @ 4:04. Very patient build. The actual jam starts off in a mellow funk mood which really just continues to pick up in ferocity until around the 22 minute mark when the song is broken down to solely a Mike funky bass solo. After some additional funk phrasing from both Trey and Page - the band devolves into the vocal jam outro","Funk outro > Vocal Jam"
"Jah","1999/7/3","Atlanta, GA","Gumbo","Mid 1st Set",672,"Type 2","Groove Rock/Funk Rock","Future Funk","Dark, Sinister, Evil","Dark, Sinister, Evil","Trey","[""Brilliant Clavinet"",""Trey Wah (funk sound)"",""Trey/ Mike Lick Trading""]","We see hints of what the millenial sound would become in this jam. At times it almost sounds like slow plinko. The jam itself is constantly descending into a deeper and darker space. By 7th, 8th, and 9th minutes each has a progressively darker feel. this eventually simmers out around the 10 minute mark in a somewhat anticlimatic way. Still fantastic jam","Happy Bright Funk > Dark Dirty Future Funk"
"UNKNOWN","1998/7/4","Atlanta, GA","What's the Use?","","","Type 1","Millenial (Sirens, Delays, Tractor Beams)","","","","","[""Sirens""]","",""
"UNKNOWN","1999/7/10","Camden, NJ","Wilson","Opener",460,"Type 1","Classic Rock","Standard Rock Jam (Type 1)","","","","[]","",""
"UNKNOWN","1999/7/10","Camden, NJ","Chalk Dust Torture","Mid 1st Set",858,"Type 2","Psychedelic Rock","Pure Creation","Mixolydian","Mixolydian","","[""Trey \""Death from Above\"" Wailing""]","",""
"UNKNOWN","1999/7/10","Camden, NJ","Bathtub Gin","",976,"Type 2","Psychedelic Rock","Trey-led Noodling Jam","","","Trey","[]","","from groove to funk"
"UNKNOWN","1999/7/17","Volney, NY","Tweezer","",1178,"Type 1","Groove Rock/Funk Rock","","","","","[]","",""
"Andy","1999/7/24","East Troy, WI","Fluffhead","Opener",1978,"Type 2","Funk","Future Funk","Dirty/Bluesy","Dirty/Bluesy","Trey","[""Trey \""Death from Above\"" Wailing"",""Trey Wah (funk sound)"",""Sirens""]","trey uses whammy doubler and Page goes to synth>this jam get ridiculously funk experimental, one of the coolest fluffs ever get to a very futuristic sounding 2001-esque funk groove with Trey going nutz with his effects and Page following suit","Major>minor,straight>funk"
"UNKNOWN","1999/7/24","East Troy, WI","Tweezer","Set 2 Opener",1051,"Type 2","Post Rock","Space Funk","Dark, Sinister, Evil","Dark, Sinister, Evil","","[""Dynamics (volume..)"",""Mike's Fight Bell""]","",">Catapult>"
"Zac","1999/7/26","Noblesville, IN","Wolfman's Brother","Set 2 Opener",1065,"Type 2","Funk","Space Funk","Dorian (minor mixolydian)","Dorian (minor mixolydian)","Trey","[""Brilliant Clavinet"",""Mike Slapping/ Popping"",""Trey \""Death from Above\"" Wailing""]","A ridiculously tight funk jam that goes on and on, and features Trey employing a glacier pure tone is worth the hear a lone. Possibly one of their best funk jams PERIOD. Of course, this being 9, that isn't all as Phish soon starts swimming into open waters with a Type 2 excurion into that pure musical space they reach on only the greatest nights. They reached that here.",""
"UNKNOWN","1999/7/26","Noblesville, IN","Split Open and Melt","Set 2 Closer",933,"Type 1","Post Rock","","","","","[]","",""
"UNKNOWN","1984/11/3","Burlington,VT","In the Midnight Hour","Opener",380,"Type 1","Classic Rock","Experimental (Pushing Boundaries)","Major Chords (Ionian)","","Trey","[]","Nice Type I jamming - transitions to Grateful Dead psycadelic chiming during last minute of song","5:20-6:20"
"UNKNOWN","1984/11/3","Burlington,VT","Bertha","Mid 1st Set",819,"Type 1","Psychedelic Rock","Grateful Dead Type 2","Mixolydian","","Trey","[]","The tasty jam that preceded Bertha contained a Grateful Dead type II sycopation with DEG elements.  The transition to Bertha was flawless. St. Stephen tease concluded the jam.","0-3:50"
"UNKNOWN","1984/11/3","Burlington,VT","Can't You Hear Me Knockin","Mid 1st Set",579,"Type 2","Psychedelic Rock","Experimental (Pushing Boundaries)","Major Chords (Ionian)","","Trey","[]","Strait up Grateful Dead influence during second half of song.  You can tell they're using the Dead as the crux to experiment with their own improvisational sound; this song is a great example of Trey lead early experimentation of theme and variation from the source of the song.",""
"UNKNOWN","1984/11/3","Burlington,VT","Eyes of the World","Mid 1st Set",1072,"Type 2","Psychedelic Rock","Grateful Dead Type 2","Mixolydian","","Trey","[]","DEAD! DEAD! DEAD! DEAD! There's a blissful riff from Trey mid jam, but this is honoring Jerry in a most splendiferous way!",""
"UNKNOWN","1984/11/3","Burlington,VT","Whipping Post","Mid 1st Set",961,"Type 2","Psychedelic Rock","Experimental (Pushing Boundaries)","Major Chords (Ionian)","","Trey","[]","Marc Daubert guest appearance on drums.  A great example of Phish's theme and variation - escaping from the type I, and searching for type II.  Some psychadelic vocal digital delays @ the end, but still derivitive of the Dead.",""
"UNKNOWN","1984/12/1","Burlington,VT","Scarlet Begonias","Opener",374,"Type 1","Psychedelic Rock","Grateful Dead Type 2","Mixolydian","","Trey","[]","Prototypical, Trey-lead, early Dead psych-rock.  Emulating Jerry here",""
"UNKNOWN","1984/12/1","Burlington,VT","Fire on the Mountain","Mid 1st Set",544,"Type 1","Psychedelic Rock","Grateful Dead Type 2","Mixolydian","","Trey","[]","Emulation begets genious.",""
"UNKNOWN","1984/12/1","Burlington,VT","Makisupa Policeman","Mid 1st Set",473,"Type 1","Reggae","","Mixolydian","","","[]","One of their earlier reggae tunes.  Extending on their own reggae sound, a major influence in their later set II reggae-infused jams",""
"UNKNOWN","1984/12/1","Burlington,VT","Don't Want You no More","Mid 1st Set",439,"Type 2","Groove Rock/Funk Rock","Hyper Funk","Dirty/Bluesy","","Trey","[]","This Allman Bros. cover (original Spencer Davis Group tune) has all the elements of Phish that still carry on to this day - Type II early stuff, still respecting the Allman Bros. theme, but diverting to their own original improvisational note-play. Trey lets Fish create some multi-textual rhythms and then carries new riffs to progress the jam. Amazing stuff, and it's 84!",""
"UNKNOWN","1984/12/1","Burlington,VT","Cities","Mid 1st Set",990,"Type 2","Groove Rock/Funk Rock","Hyper Funk","Major Chords (Ionian)","","","[]","Cities has basic type 1 inlay jamming, but it's noted that this is the first version of the slowed down funky, phishy version.  The song transitions to typical type II GD drumming.",""
"UNKNOWN","1984/12/1","Burlington,VT","Skippy the Wondermouse","Set 1 Closer",588,"Type 1","Jazz Rock","Polyrhythmic Minimalism","Mixolydian","","Full Band","[]","This has the confluence of Dude of Life lyrical antics, and the origins of Phish polyrhythmic expertise.  This is also the orignial ""McGrupp""  sans the Gamehendge lyrics.",""
